Review,OnlinePlatform,MentorsTeachers,Price,MentorsTeachers,Price,CareerSupport,ContentSyllabus,Job Guarantee,FullStack,Cybersecurity,DataScience,AppliedAI,Outcomes,Scholarships,Rigobot,LearnPack
"tiene mucha experiencia y muchisimo conocimiento, un excelente profesor",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"tiene mucha gana, buena persona, tiene conocimiento, pero creo que falta algo más",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La verdad que últimamente no he tenido mucho contacto con Chafiq, y no tengo problemas como tal, creo que no hace mal trabajo pero no a sido de mucha ayuda en ciertos campos ya que las soluciones que daba, solían ser cosas que podía hacer o llegar sin ayuda, no digo que sea mal mentor, pero creo que debería o podría intentar solucionar las dudas de una mejor forma, como puede hacer Ruben.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La plataforma la he usado lo justo y necesario asi que no puedo dar una opinión muy concreta de esta misma.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intenta aportar para la resolución de las dificultades recursos o soluciones, pero no considero que esté preparado totalmente para realizar este rol o papel. Lo que es normal porque se supone que es un exalumno y todavía está progresando y mejorando tras su experiencia y terminación del bootcamp",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
La plataforma bien. Los contenidos necesitan ser revisados y actualizados,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
explica muy bien,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un amor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
explica muy bien y es un crack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
es un maquina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Online es conveniente pero es más fácil perderse y desconcentrarse. Y fue raro que mandaran a hacer el prework antes de empezar y luego se hiciera de nuevo por dos semanas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muy amable, siempre dispuesto a ayudar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hasta el momento excelente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Increíble , me lo he pasado muy bien , conocido a personas estupendas y me han atendido fenomenal por parte de la academia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De momento para mi Lucas ha sido lo mejor del curso, ha explicado todo muy bien, haciendo codigo e intentando que entendamos todo a la perfección.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Es muy buen chico, y lo intenta, pero al final se nota la falta de experiencia, ya no solo en cuanto a conocimientos sino a la hora de explicar y resolver dudas",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Es una Profesora muy dinamica y con basto Conocimiento, siento que es una buena profesora.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aveces un poco confuso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Se lo recomendaria a alguien que realmente tenga ganas de Aprender y de estudiar bastante,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pues como dije en la primera respuesta, pora ahora siento que he la curva de aprendizaje ha sido un poco muy lenta, creo que hay temas que tomando en cuenta el prework no deberian alargarse mas tiempo en las semanas de curso dado que se siente de alguna forma como si fuese como atraso. Quitando eso todo ha sido bien.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hemos dado pinceladas de todo pero sin profundizar en nada.  Se nos vendio como un curso de 0a 100 pero no me siento preparado para buscar trabajo en esta especialidad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas se fue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bueno creo que es mas que evidente que la escuela no está cumpliendo ni de lejos con la parte que prometieron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La plataforma está muy bien y tiene mucho contenido y material para poder practicar, es lo único que me está ayudando a aprender, lo cual no creo que cueste 5000 e solo el poder acceder a una plataforma que es lo único que estoy obteniendo",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Algunos contenidos desactualizados, la plataforma no siempre ha estado disponible. Pero aún así, muy agusto con el funcionamiento.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente , todo a disposición",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar siempre dispuesto y con buena onda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si pero aclarando que es un poco muy intenso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"es bastante amigable, sin embargo creo que le falta aprender a explicar mejor y hacer la clase mas interesante",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"al comienzo tenia un mal vocabuelario, ya lo ha mejorado.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aun no tengo una respuesta concreta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El contenido que tiene la academia y como se fue tratando iba todo bien en un principio , ya a finales es como si quieran abordar todo de golpe.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Teniendo en cuenta que no ha estado mucho con nosotros.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El contenido en la plataforma bastante bien , pero concidero que se podria tratar de diferente forma y venir con mas ideas aparte de las que tiene la misma",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Excelente experiencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Un 10, grandisimo trabajo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Un 10 tambien, muy cercano y siempre dispuesto a ayudar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy probable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buena experiencia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todo bien.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A veces siento que me va mejor en las clases escritas que en las videollamadas,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Encima de ser un excelente profesor y su metodología increíble ,es una persona estupenda a la que ha sido un honor poder ser su discípulo y formar parte de su equipo",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Muy bien explicando la teoria , pero seria bueno que abordara mas la practica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alejandro se nota que es de Back y eso se agradece, pero si que es cierto que a veces se va por las ramas y explica algo farragoso. Seguramente, y de esto no tengo ninguna duda, está acostumbrado a gente que tiene más nivel que yo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creo que hablo por muchos cuando digo que le echamos de menos.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pues sinceramente, tras ver que han contratado para dar clase a un estudiante que acabó el bootcamp hace 1 mes, y que está igual de verde que nosotros, he perdido confianza en el bootcamp. Considero que los contenidos están muy bien, pero el precio es muy elevado como para pasar eso por alto.",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mencionaría que si hubiera uno presencial mejor, pero está bien",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A pesar de la poca experiencia como TA , es alguien con carisma y conocimiento , se hace entender de maravilla y siempre tiene un consejo o algo que decir para hacerte mejorar y sacar tu máximo potencial , increíble haber podido ser uno de sus primeros alumnos 🫡",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy bueno la verdad que increíble y al mínimo error si se notase era solo escribirle a Tomás y al segundo estaba solucionado creo que es muy buen trabajo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"He aprendido mucho , ha Sido muy productivo este bootcamp para mí",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Es un excelente profesor. Tiene muy buen trato y paciencia con todos nosostros  y te enseña a aprender . Esto es muy importante. Aprender como buscar  la lógica de cada linea de código. Como dicen acá en España el es un crack,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"No suele aportar mucho en clase, pero se encarga de corregir los ejercicios y el feedback que dice es bueno.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"La plataforma es muy buena, lo que si que se echa en falta es ver el back con más profundidad, pero en general está muy bien",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hya sido dificil pero puede ser mejor unas menotrias el fin de semana ya que casi no me da tiempo entre semana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La plataforma fue un poco difícil de entender en el principio pero ya lo llevo súper bien. El curso es un poco acelerado en mi opinión pero entiendo que para hacerlo en 18 semanas no hay de otra . Creo q 6 meses sería un tiempo récord igual y justo para salir más preparados . Pienso que temas como Java y react debían tener más clases para ver muchos temas que quedan pendientes . Muy bien las mentoria de martes y jueves. Sergio esta muy preparado ,siempre salgo con mis dudas resueltas",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sinceramente las expectativas que tenía en el curso eran totalmente distintas, cuando solicité toda la información del curso el concepto que se me dió era otro; así mismo se me solicitó que tuviera una base de conocimientos ya y he encontrado no solo con que el curso es muy básico si no que además hay compañeros que no tienen ni base ni se la solicitaron. Podría resumir mi paso por la academia con que el 85% del curso ha sido repasar conocimiento que ya aplicó en mi día a día. Creo que el precio está muy inflado para el nivel dado, acaba siendo decepcionante llegar a esta etapa del curso y no solo sentir que no me ha reportado un avance en el sector ni lo representará. Contenido escaso, opino que las maquinas virtuales debieran tener algo más de mimo sobre todo con lo que a un final de proyecto se refiere. Creo personalmente también que el personal de ayuda y mentores, como es el caso de los ayudantes de profesor,  deberían contar con con más experiencia o por lo menos informarse.",0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"Sinceramente creo que es la mejor elección de profesor, me gustaría que el temario hubiera sido como en una primera instancia indicaban; de dicha manera podríamos haber ahondado en temas que nos habrían reportado un enriquecimiento de aprendizaje considerable.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Se ve el esfuerzo que pone, ahora bien carece del conocimiento suficiente como para poder ayudar con dudas. En mi cohorte solo se han escuchado retracciones en cuanto a la manera escasa y pobre que tiene de dar la información. Entiendo que debe crecer todavía en el sector pero sí opino que para poder dar memorias y ayudar con cuestiones se debe tener algo más de conocimiento más allá de decir que se va mal y hay que buscar, no facilita sino que obstaculiza algo que desde el punto de vista externo no debiera hacer nadie perteneciente a la parte docente",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La plataforma tiene varios fallos y uno de ellos desde mi opinión es que puedes marcar como hecho contenido que realmente ni se haya hecho. Esto solo facilita que quien no quiera avanzar y/o mostrar una actitud adulta en su conocimiento pueda saltarse el proceso solo por una titulación. El contenido como ya he referido anteriormente me parece excesivamente escaso y con muy poca proyección de cara a suponer un verdadero reto,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"No estoy muy contenta con el curso, creo que se nos vendió una cosa que no es, se ha dado mucha profundidad a cosas muy fáciles y básicas como HTML y CSS mientras que luego por otras cosas más importantes y difíciles se ha pasado muy por encima en las explicaciones",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No es mal profesor, quizás muy teórico y poco practico, pero a veces le da muchas vueltas a las cosas y te pierdes en mitad de la explicación, por lo demás muy bien, se esfuerza mucho porque entendamos todo",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
No suficiente para empezar actividad laboral con lo aprendido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Excelente profesor, sabe mucho, muchísimo, demasiado!",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"No lo recomendaría la verdad, no por la intensidad del curso, que ya la conocía y sabia como iba a ser, sino porque me parece que te prometen una cosa que no es real, luego creo que el curso en general esta mal estructurado, para realmente sacar adelante muchos de los proyectos tienes que buscar muchas cosas por tu cuenta porque no te enseñan lo suficiente, en clase o en el learnpack te ponen cosas de uno más uno y luego te piden en el proyecto algo super dificil que no tiene nada que ver con lo que se ha estado practicando.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
No participa mucho en las clases y los aportes que hace me parecen un poco desfasados no tiene metodología para explicar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
La plataforma y el contenido genial,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Para mi no ha sido nada buena, en principio me dijeron que el prework habia que llevarlo hecho para empezar el curso, sino no podias empezarlo, cuando empiezo las clases resulta que no solo no es obligatorio sino que además vamos a dedicarle dos semanas más al prework, para mi dos semanas perdidas, porque ya me habia visto todo, tiempo que si todo el mundo hubiera llevado el prework hecho se podría dedicar a otras cosas, como python, react, a las que se les dedica muy poco tiempo y son mucho más importantes.
Mucho del contenido que damos se pasa muy por encima y es como yo te explico esto y tu ya te apañas, cuando realmente en los proyectos se pide mucho más de lo que se explica. 
En general muy descontenta con el curso, con la forma de impartirlo y con todo, no me parece que sea un curso económico como para la mala gestión que tiene. 
Me parece que el contenido esta mal distribuido, y se dedican semanas a cosas muy sencillas y luego a lo más dificil no se le dedica tiempo casi.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Al principio iba muy bien, Lucas y Alejandro hacen un muy buen tandem, Lucas es práctico, y alejandro es muy teórico. Lucas sabe reforzar las explicaciones de Alejandro y explicarlas de otra forma cuando no conseguíamos entenderlo, consiguiendo lo mejor de los dos cursos. Con la partida de Lucas, el curso ha bajado mucho. Pablo no tiene la experiencia que tiene Lucas, y eso se nota a la hora de impartir la clase. Sin ese refuerzo que daba Lucas, se me hace mucho más dificil entender a Alejandro, y estamos en un punto bastante crítico en la formación, lo cual, me preocupa. Sin ese refuerzo tardamos más en ver la teoría y ahora no nos da tiempo a hacer práctica en clase, si acaso media hora y no da tiempo a resolver dudas de los ejercicios en la misma clase.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Alejandro es un estupendo programador pero no creo que esté capacitado como docente, hasta hace a penas dos clases después de muchas quejas parece que las clases están siendo algo mas didácticas. Cosa que no comprendo al ser un curso que se supone que tiene profesores preparados , está siendo todo bastante frustrante",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Es bastante exigente pero me está gustando. Si diría que tienen muchos enlaces a vídeos propios o páginas externas que están en inglés. Yo tengo un nivel de inglés que me permite seguir más o menos estos vídeos pero creo que quizá les falta preparar algún video propio en español y documtacion en Español que sustituyan esas páginas parcialmente para los compañeros futuros que no hablen suficiente inglés. También digo que esto ya sería la guinda del pastel bajo mi punto de vista.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esta todo genial, quizá como punto añadido sería tener como apuntes más amplios preparados pero ya sería como he dicho en la primera pregunta la guinda del pastel.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hubo un salto muy grande en el ejercico de la contact list, donde se necesitaban poner en práctica varios conceptos nuevos. Creo que hubiera sido mejor ir progresando poco a poco, practicar por separado las rutas, los contextos y los use Reducer, y luego abordar el proyecto en global",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me está gustando, sabe explicar de diferentes maneras y haciendo analogías que permiten entenderlo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bueno, excepto el mencionado salto en el ejercicio de la contact list",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No quiero decir nada negativo de él porque porque no creo que se lo merezca y el chico pone mucho de su parte, pero por parte de la escuela pensaba que me iban  a poner a gente capacitada con experiencia, no alguien que literalmente me saca un proyecto de experiencia académica, porque evidentemente no podemos hablar de laboral. Creo que para lo que que cuesta el curso esto es un poco ofensivo .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahora que ya estamos haciendo el proyecto final y hemos dado todo el temario, realmente me he dado cuenta que no he aprendido nada nuevo. Me dieron que era importante tener una base, y que el bootcamp necesitaba de unas 3 horas diarias (realmente con 30 minutos antes de cada clase me ha sobrado para hacer todo)... Y realmente los conocimientos son básicos, se toca por encima la ciberseguridad, pero prácticamente nada. En una FP básica de informática prácticamente se toca la ciberseguridad al mismo nivel. Y en cursos que cuestan 20 veces menos que este se aprenden incluso cosas más avanzadas (o incluso los de CISCO que son gratuitos son mucho más avanzados que este). Realmente espero que la parte de buscar trabajo (geekforce) sea de 10 y merezca la pena, porque realmente con el curso como tal no he aprendido nada nuevo.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Realmente se ve que se esfuerza y le gusta lo que hace, pero se nota la falta de conocimiento y experiencia en el sector (él mismo nos lo dijo al presentarse, que hace 6 meses él era un alumno que comenzaba con 0 conocimiento. No puede ser que el ""mentor"" que nos resuelve las dudas, realmente en cuanto la pregunta es algo compleja no sepa resolverlo. Y que tenga menos nivel que varios alumnos.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"La plataforma está genial, como tal me gusta el entorno. Me gusta el formato de ""mirar primero la lección y luego dar la clase"". Si el contenido fuese más avanzado sería 10/10, pero el fallo es ese, que realmente no he aprendido nada y los mismos  conocimientos básicos los dí prácticamente al mismo nivel en un fp básico hace 10 años. (Que era de informática genérico)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Muy contento con el desempeño de Ruben, se notan sus años de experiencia y como relaciona la teoría con casos prácticos que ha vivido en sus carnes. Lo único un poco rápido el ritmo de las clases.
Obviamente podría ser mejor pero se aprecia que sigue un temario estricto y sin mucho tiempo para el poder enseñar como el querría.
Entiendo que es un gran profesional con años de experiencias pero que carece de la libertad para enseñar a su modo.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mi experiencia con el profesor asistente ha sido agridulce. Se nota su intención por ayudar y tiene buena disposición, pero es evidente su poca experiencia en el sector y nose como la academia se permite poner a gente con poca experiencia y conocimientos como mentor, aunque viendo el nivel bajo dle curso se hace un poco entendible. Nos vendieron estas sesiones como uno de los pilares fundamentales del aprendizaje, incluso indicando que serían vitalicias, lo cual generó muchas expectativas. Sin embargo, tras el primer mes, la mayoría de mis compañeros dejó de pedirlas porque no resultaban realmente útiles: eran poco estructuradas, no resolvían dudas técnicas en profundidad y no aportaban valor añadido al contenido del curso, ya que el mayor consejo solía ser: busca en Internet . Con este nivel de calidad, ¿de qué sirve que sean vitalicias? Creo que la metodología y el enfoque de las mentorías necesitan una revisión urgente para que cumplan con el propósito formativo que se nos prometió",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Cero probable, es más si me preguntan, al igual que la mayoría de mis compañeros por no decir la totalidad, por el precio de este cursos nos sentimos engañados, no es para nada el nivel que se había comentado cuando compramos el curso.
Por esa cantidad me esperaba salir mucho más preparado y concienciado de este maravilloso mundo de la ciberseguridad, hay Masters de 12 meses con precio similar y mismo temario, por no hablar de cursos gratuitos que ofrecen el mismo nivel de conocimiento, evidentemente lo hubiese preferido. Disculpad por mi contundencia pero entended que esperaba mucho más, sin ser yo alguien con unos conocimientos base de ciberseguridad muy afianzados, esperaba más exigencia, más ejercicios interesantes o complejos que fueran una ayuda paa comprender la teoría y/o poder aplicarlo a la vida real.",0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"No por este precio. Totalmente desorbitado, para lo que ofrece el curso",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Creo que no hace falta decir mas que ah sido muy pobre, Pueden encontrar en internet Road map de Ciberseguridad mejor planteados y mas información por libre, Creo que 4geeks su lado fuerte no es el bootcamp de ciberseguridad es mas el lado de developer. Es una pena porque fuera ido a The bridge con sus clases presenciales todo la semana y mas horas por el mismo precio. Deberian mejorar los tutores para las mentorias y fijarse que personas si tienen don para explicar y dar clases, resolver problemas y responder con una base solida como lo haria el profesor Ruben en este caso, ojala se vieran los mensajes como estos para ayudar a otras personas a decidirse.",0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"Ruben es lo único bueno que podemos encontrar dentro del curso por la experiencia que lleva en sus espaldas, teniendo un compromiso de explicar y dar clases por fuera, quizás seria mas provechoso otra dinámica de estudio en otras circunstancias con el profesor, se hace querer y es muy cercano, respondiendo las dudas y dando soluciones. Realmente es lo único bueno que me llevo de esto",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Esta muy bien pendiente de nosotros, dándonos el feedback necesario y contestando nuestras dudas rápidas en el foro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"La plataforma en sí es funcional, pero el contenido ha estado muy por debajo de lo esperado. Al tratarse de un máster intensivo en ciberseguridad, uno espera material actualizado, práctico y con un enfoque técnico real, pero la mayoría del contenido es superficial y en muchos casos desactualizado. Muchas clases son solo vídeos teóricos sin prácticas reales, y los retos o laboratorios no reflejan situaciones del mundo real. Además, he detectado errores técnicos en algunos módulos y escasa documentación complementaria. Aunque el ritmo del curso es exigente, el contenido no está a la altura. Me inscribí buscando una formación seria, pero me he encontrado con un enfoque más cercano a un curso introductorio que a un máster profesional. Es frustrante ver tanto potencial desperdiciado por una falta de profundidad y actualización en los materiales. La experiencia, en este aspecto, ha sido decepcionante.",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Mi experiencia con el curso ha sido bastante decepcionante. Aunque el temario es amplio y prometedor, la ejecución ha sido deficiente, tratando herramientas o conceptos de forma superficil y meramente teórica. Las clases carecen de profundidad técnica y apenas se explican bien de manera práctica, algo de lo que presumía el curso; muchos módulos se sienten apresurados o desconectados entre sí. Las actividades prácticas, que deberían ser el eje del aprendizaje, son sencillas, superficiales o mal planteadas, y rara vez se corrigen. Además, el proyecto final es demasiado simple, siguiendo la dinámica de los ejercicios del curso, y no hay apoyo claro para desarrollarlo. Esperaba una formación sólida y actualizada, pero la sensación general es de improvisación. Considero que este máster necesita una revisión profunda si quiere estar a la altura de lo que promete. A parte de que hay infinidad de cursos más barato o gratis directamente que enseñan lo mismo o más.",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Muy buena mentora!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Excelente como siempre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muy buena mentora!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bueno.. Realmente no entiendo como puede ser el encargado de las mentorías y encima ser profesor suplente, sintiendo que las revisiones de las tareas son muy superficiales por sus comentarios y sus formas de solucionar todo, es un: Búscalo en internet, me estas diciendo que pagamos 6500 euros para que haga lo que ya se hacer cuando tengo dudas? Me parece decepcionante ese nivel pero tambien lo entiendo por el bajo nivel del curso. La verdad fueran traído a una persona mas resolutiva y quizás menos prepotente. Sencillamente es mas efectivo Chat gpt",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enunciados erroneos y poca revisión del contenido.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"El temario necesita revisión urgente. Errores de ortografía, coherencia, traducción, y desactualización de cierto contenido. Me parece necesario que se revise el orden de los temas, y ser mas claro con lo que se pide en ciertos ejercicios",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Si que es verdad que he sacado conocimientos que no tenia y Ruben a sido un profesor de 10, pero sinceramente no se que diferencia podría haber entre este curso y otros más baratos, que sinceramente, creo que podría darme las mismas bases o contenidos, no se si tendrán un profesor así de bueno como Ruben, pero a excepción del profesor, no creo que recomendaría este curso a amigos, familiares o conocidos.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Muy poco... Hay cursos gratuitos que te dan acceso a VM y los mismos conocimientos. Por lo que valdría la pena es por Rubén y tenemos poco acceso a el ya que no lleva mentorias,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"La realidad de este asunto,sentía mucho compromiso y aplicar mi dedicación para poder entrar y formarme en este mundo, siento que en estas 16 semanas ah sido agridulce porque empezamos con buen ritmo e ilusionados por todo lo siguiente viendo que el curso carece de contundencia y muchos de estos ejercicios están mal redactados, son tocados de manera superficial y bastante rápida, no entiendo porque dicen que nos leamos todos y luego se pasan Dos horas y treinta minutos releyendo todo de nuevo y apurando la practica o dejándola para la clase siguiente, siento que tuvo que ser mejor las clases, mas duración y mas practica en vivo. La verdad me encuentro bastante decepcionado y  no cumple con las expectativas. Siendo 0 recomendable por el precio/duración/ejecución.",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"La verdad 0 porque siento que les falta mucho para poder llegar a preparar a un nivel profesional a las personas, estas 16 semanas solo me ah hecho replantearme todo el dinero que eh invertido aquí, a donde me llevara, siento que es las sensaciones muy agridulces por las expectativas que le tenia al curso, ojala de verdad puedan reestructurar todo y ofreces a futuras entregas un mejor Bootcamp o dejarlo así a un menor precio, siento que podrían cobrar esto por mas profundización en clases, ejercicios y preparación de la gente. Compre un curso en Udemy por 20 euros y tenia 9 clases de lo que ya vi en este bootcamp de manera mas compleja y resolviendo problemas reales, me hace reemplantear que esto es mas vende humos que preparación en si. Quiero poder equivocarme y decir que es mi culpa por no dedicarle mas tiempo, pero realmente abandone el trabajo para poder dedicarle mi mayor tiempo a esto y a sido decepcionante.",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"Hay que destacar la importancia que le da a que los alumnos entendamos los conceptos, como se esmera en nuestro aprendizaje. Encantado de haberlo tenido como mentor.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"Ha sido bonita experiencia, he podido reforzar conocimientos que antes estaban mas blandos y practicar bastante, aunque debo confesar que siento la curva de aprendizaje unu poco lenta, no se si es porque ya tenia conocimientos previos",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
un profesional con todas la letras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El curso para ser un intensivo (motivado a que es un bootcamp) el pacing es bastante mas lento del esperado. Entiendo el motivo (ya que muchos estudiantes tienen 0 conocimientos de programacion) pero la verdad desconozco si con este pacing se podria llegar a un conocimiento 100% de un Jr, supongo que ahi esta la parte ""autodidacta"".

Repito, es mi opinion, no es que este mal el curso pero quizas esperaba mas dado que ya he hecho intensivos previamente.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pues es un excelente Profesional, aunque no he coincidido con sus ayudas porque no las requiero frecuentemente, cada vez que hablo con el o requiero de su ayuda, es bastante acertado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ha sido bastante complicado, debido a que deberia de haber una mejor explicacion de las clases, que sean mas dinamicas.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Excelente profesor, da su opinion sincera y real sobre el campo laboral (bajo su experiencia) y tambien es bueno explicando las dudas.",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pues Con Carlos la Historia es otra, Me gusta que tiene basto conocimiento en distintas areas no solo en programacion por lo que al momento de hablar con el o pedirle ayuda su soporte abarca muchisimo bien cada aspecto del problema, explica muy bien, conoce muchos lugares para documentacion o cosas de valor. Cada vez que pido ayuda me gusta que sea Carlos, siento que es muy dinamico y acertado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"javier es muy amable, sin embargo digo lo mismo que a laura, a los profesores les falta expresarse mejor, ya que son temas complicados y hay que desglosar",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Algunos objetivos de learnpack tienen una version desactualizada y esa en particular esta bastante bugged.... A veces carga mal, a veces se sale sola de la sesion, a veces al cambiar de ejercicio no te abre los .js o los .html correspondiente.... La aspereza mas grande de la pagina de momento vendria siendo esos ejercicios que la version no ha sido actualizado.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"A diferencia de otros momentos del curso, siento que han habido cosas con respecto a contenido o practicas que no estaban bien enfocadas, o que al final parte de los contenidos no se han sentido tan completos o avanzados como se prometían o te daban a entender, además de que creo que hay contenidos insuficientes o que se tratan con mucho detalle cuando se podrían dejar mas de lado y viceversa.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
